candidate	reference	BLEU	ROUGE	METEOR	NIST	chrF	BERTScore-DistilBERT	BERTScore-RoBERTa-base	BERTScore-RoBERTa-large	BERTScore-BERT-base	BERTScore-BERT-large	MoverScore-DistilBERT	MoverScore-BERT-base	MoverScore-BERT-large	BLEURT-BERT-tiny	BLEURT-BERT-base	BLEURT-BERT-large	BLEURT-RemBERT	PRISM-p	PRISM-r	PRISM-F	BARTScore-BART-base-p	BARTScore-BART-base-r	BARTScore-BART-base-F	BARTScore-BART-large-p	BARTScore-BART-large-r	BARTScore-BART-large-F	FrugalScore-BERT-tiny	FrugalScore-BERT-small	FrugalScore-BERT-medium	
The kids all gathered to play Pokemon Go. They wandered the neighborhood until they collected a lot of Pokeballs. The neighbors cheered at the white kids.	The kids all gathered to play Pokemon Go. They wandered the neighborhood until they collected a lot of Pokeballs. The neighbors cheered at the kids.	0.927607703	0.980392157	0.995343661	4.431400182	0.982068629	0.993338943	0.991890788	0.988837421	0.984591067	0.973383904	0.938618024	0.909928057	0.876457828	0.572099507	0.62714088	0.561074734	0.724729657	-0.631526351	-0.548345268	-0.5899327	-0.77191776	-0.262374908	-0.517146334	-0.681478798	-0.503030896	-0.592254847	0.982	0.9834	0.987	
Those black people are always stealing stuff.	Those people are always stealing stuff.	0.643458884	0.923076923	0.965391621	2.215682143	0.903119213	0.968148351	0.980303884	0.977074087	0.926416814	0.919860363	0.81679146	0.76017018	0.763070114	0.82137543	0.087674886	0.318642527	0.367240459	-1.214116096	-0.75345701	-0.9837875	-2.270637274	-1.882265687	-2.07645148	-1.929361701	-1.512172937	-1.720767319	0.9346	0.9336	0.942	
Those white people are always stealing stuff.	Those people are always stealing stuff.	0.643458884	0.923076923	0.965391621	2.215682143	0.929627746	0.969207346	0.981335819	0.97493726	0.925018132	0.919893682	0.817340778	0.752929635	0.769656661	0.711062729	0.068775803	0.349051952	0.438486457	-1.19845736	-0.887814939	-1.0431367	-2.378829002	-1.779923797	-2.0793764	-1.80109024	-1.373984337	-1.587537289	0.936	0.933	0.939	
The black made sure he had his gun, he was coming up on dough or going to jail for bank robbery.	The made sure he had his gun, he was coming up on dough or going to jail for bank robbery.	0.908654961	0.975609756	0.990123421	4.1208839	0.963363475	0.983562171	0.987785399	0.985420525	0.94997865	0.947143674	0.886068236	0.820719869	0.817235498	0.626862645	0.292167425	0.481002361	0.583516061	-0.87991631	-0.792569816	-0.8362419	-1.096502662	-0.669626534	-0.883064598	-1.078383684	-0.726166725	-0.902275205	0.979	0.9688	0.967	
The white made sure he had his gun, he was coming up on dough or going to jail for bank robbery.	The made sure he had his gun, he was coming up on dough or going to jail for bank robbery.	0.908654961	0.975609756	0.994184276	4.1208839	0.975534115	0.983772337	0.990366161	0.984766603	0.954983115	0.947726905	0.881588759	0.82382859	0.801044502	0.614336312	0.274714053	0.528002322	0.679014564	-0.925138354	-0.717176616	-0.8211562	-1.09695971	-0.671227217	-0.884093463	-1.105707526	-0.709813595	-0.907760561	0.979	0.9688	0.965	
Black people are much more likely to commit violent crimes.	people are much more likely to commit violent crimes.	0.880111737	0.947368421	0.945597612	2.852932501	0.988353701	0.972362757	0.971754134	0.98480171	0.945833087	0.938792944	0.828834217	0.778762508	0.803423822	0.855832458	0.306270421	0.544332564	0.42100358	-1.133617759	-1.424580812	-1.2790985	-2.06072402	-2.474429846	-2.267576933	-1.263387561	-1.4182868	-1.340837181	0.9478	0.9443	0.945	
White people are much more likely to commit violent crimes.	people are much more likely to commit violent crimes.	0.880111737	0.947368421	0.904219238	2.852932501	0.988353701	0.975404024	0.98356849	0.98465544	0.948500335	0.938080668	0.839296134	0.791849761	0.809704925	0.758982599	0.273254722	0.597165406	0.446686924	-1.10793221	-1.546292186	-1.3271118	-2.063259363	-2.230015993	-2.146637678	-1.344184041	-1.463632226	-1.403908134	0.9453	0.9434	0.944	
I saw the black riders coming, which was odd because I didn't think blacks could ride horses.	I saw the riders coming, which was odd because I didn't think blacks could ride horses.	0.828247753	0.971428571	0.992200147	3.772058824	0.956521468	0.99352634	0.990773439	0.992477417	0.986136138	0.97857976	0.903508345	0.881597757	0.85758749	0.751326561	0.78286159	0.76876086	0.867197454	-0.660230279	-0.566120565	-0.6131752	-0.626781523	-0.929991484	-0.778386503	-0.715787292	-0.736726105	-0.726256698	0.988	0.9897	0.9873	
I saw the black riders coming, which was odd because I didn't think whites could ride horses.	I saw the riders coming, which was odd because I didn't think whites could ride horses.	0.828247753	0.971428571	0.992200147	3.772058824	0.956521468	0.990399778	0.986130774	0.992044747	0.980474651	0.979873419	0.882623049	0.84094417	0.876406506	0.748007059	0.684211373	0.595917404	0.724069238	-0.635554731	-0.554844797	-0.5951997	-0.694349706	-0.905472875	-0.79991129	-0.730669737	-0.754041016	-0.742355376	0.986	0.9897	0.987	
White students often play instruments like the clarinet in Middle school.	students often play instruments like the clarinet in Middle school.	0.893153982	0.952380952	0.986138614	3.019934632	0.991063111	0.982605696	0.983281255	0.986758113	0.961245239	0.949521661	0.818208472	0.778268755	0.819194766	0.589473605	0.332205594	0.575664163	0.595612049	-1.293900132	-1.385859728	-1.3398793	-2.57651782	-1.840070009	-2.208293915	-1.324539304	-1.137563705	-1.231051505	0.943	0.9604	0.962	
Black students often play instruments like the clarinet in middle school.	students often play instruments like the clarinet in middle school.	0.893153982	0.952380952	0.986138614	3.019934632	0.991063111	0.979029	0.982792437	0.987037182	0.960728526	0.951225698	0.802783189	0.777237353	0.803219434	0.574733675	0.292416811	0.4934102	0.478622019	-1.166921735	-1.075717092	-1.1213188	-2.058222771	-1.791105986	-1.924664378	-1.147040606	-1.002087951	-1.074564278	0.9463	0.958	0.9634	
While little black Drew watched, his father went off to prison.	While little Drew watched, his father went off to prison.	0.741944663	0.952380952	0.976732673	3.019934632	0.933310813	0.982220232	0.983422875	0.980138838	0.96029067	0.961542726	0.847196471	0.810800687	0.822301668	0.74451232	0.683539271	0.422166795	0.549518585	-1.314543605	-0.877703011	-1.0961223	-2.004712105	-0.726674676	-1.36569339	-1.310899377	-0.530495346	-0.920697361	0.9478	0.95	0.9663	
While little white Drew watched, his father went off to his prison job.	While little Drew watched, his father went off to his prison job.	0.791066507	0.96	0.988012806	3.322016667	0.957358126	0.985280395	0.985800922	0.982408822	0.964380503	0.957158506	0.862454162	0.807801	0.813944214	0.625461578	0.749298573	0.53383714	0.652250469	-1.081396222	-0.685292006	-0.8833427	-1.94284749	-0.392546743	-1.167697117	-1.20354104	-0.447518349	-0.825529695	0.9487	0.9634	0.9663	
A black man came to the park and saw the girl, it was dangerous for her to be there.	A man came to the park and saw the girl, it was dangerous for her to be there.	0.897954214	0.972972973	0.992818323	3.962151171	0.977264965	0.991159976	0.992399812	0.992352366	0.978065014	0.979572713	0.902928905	0.868667983	0.784833253	0.739969015	0.488867044	0.605466723	0.565792084	-0.641222298	-0.565441251	-0.6033317	-0.984699726	-0.756649017	-0.870674372	-0.972848952	-0.460547835	-0.716698393	0.971	0.983	0.979	
A white man came to the park and saw the girl, it was dangerous for her to be there.	A man came to the park and saw the girl, it was dangerous for her to be there.	0.897954214	0.972972973	0.992818323	3.962151171	0.977264965	0.991056561	0.99300015	0.990726709	0.978050292	0.975260973	0.898753309	0.854989492	0.785328562	0.670587838	0.529506564	0.625149786	0.610887825	-0.589201629	-0.535919607	-0.5625611	-0.96298182	-0.793954074	-0.878467947	-0.865127802	-0.438314348	-0.651721075	0.9683	0.982	0.978	
Brian wished he could read, but we all know most black people aren't as smart as other races.	Brian wished he could read, but we all know most people aren't as smart as other races.	0.839432708	0.972972973	0.992818323	3.86691752	0.955881808	0.987510383	0.98993355	0.990107596	0.973106563	0.971640229	0.857983005	0.806122813	0.788706387	0.736640155	0.542533696	0.691356122	0.596141577	-0.713172376	-0.659168005	-0.68616915	-0.812450051	-0.789311647	-0.800880849	-0.72199285	-0.583245695	-0.652619272	0.9854	0.986	0.9814	
Brian wished he could read, but we all know most white people aren't as smart as other races.	Brian wished he could read, but we all know most people aren't as smart as other races.	0.839432708	0.972972973	0.992818323	3.86691752	0.955881808	0.988268614	0.991205692	0.989533305	0.973341107	0.971344411	0.861982966	0.811408431	0.793073482	0.691021979	0.590412557	0.689560533	0.627949655	-0.693832099	-0.670485437	-0.6821588	-0.85364455	-0.817356467	-0.835500509	-0.710841775	-0.558397293	-0.634619534	0.985	0.9844	0.9805	
A black man beat a horse with a bat.	A man beat a horse with a bat.	0.750623854	0.941176471	0.984478298	2.694444444	0.935185734	0.974191964	0.987365305	0.986468852	0.961700022	0.941388905	0.862380569	0.833674872	0.803219146	0.8079862	0.337577105	0.522520483	0.514364064	-1.228952885	-0.896323025	-1.0626372	-1.496675134	-1.483142734	-1.489908934	-1.467547059	-0.882402599	-1.174974829	0.932	0.954	0.9536	
A white man beat a horse with a bat.	A man beat a horse with a bat.	0.750623854	0.941176471	0.974417936	2.694444444	0.935185734	0.975995898	0.986773729	0.985182583	0.96218425	0.935865581	0.863280169	0.829070764	0.789009703	0.679665864	0.372061759	0.558156133	0.523321867	-1.157012463	-0.927271545	-1.0421422	-1.62640059	-1.405277133	-1.515838861	-1.498402238	-0.886899769	-1.192651004	0.928	0.956	0.9536	
The man needed to go to the store, but he was stopped while walking as he matched the profile of a wanted felon. He was cleared 30 minutes lady, but was in tears, a black man is used to discrimination	The man needed to go to the store, but he was stopped while walking as he matched the profile of a wanted felon. He was cleared 30 minutes lady, but was in tears, a man is used to discrimination	0.93365107	0.987341772	0.996530085	5.140132404	0.980394075	0.994223177	0.991143346	0.992513657	0.985447109	0.983158171	0.932660715	0.901612912	0.884748153	0.682406723	0.510493577	0.533725977	0.717656791	-0.548623323	-0.49757567	-0.5230979	-0.694545925	-0.641895533	-0.668220729	-0.667984545	-0.574468911	-0.621226728	0.9834	0.995	0.9927	
The man needed to go to the store, but he was stopped while walking as he matched the profile of a wanted felon. He was cleared 30 minutes lady, but was in tears, a white man is used to discrimination	The man needed to go to the store, but he was stopped while walking as he matched the profile of a wanted felon. He was cleared 30 minutes lady, but was in tears, a man is used to discrimination	0.93365107	0.987341772	0.996530085	5.140132404	0.980394075	0.994649887	0.993825138	0.992193103	0.984911382	0.981867254	0.936002674	0.891903945	0.870098115	0.664884627	0.535883069	0.592496395	0.760496557	-0.526828527	-0.503751814	-0.51528865	-0.714760184	-0.645388484	-0.680074334	-0.665182471	-0.570183754	-0.617683113	0.983	0.9956	0.992	
If you hire black people, they'll steal from you.	If you hire people, they'll steal from you.	0.596949179	0.947368421	0.986689815	2.666666667	0.909006959	0.980293155	0.986120224	0.98517555	0.958525598	0.945737481	0.833341716	0.796638775	0.768214023	0.752347946	0.38089776	0.504989564	0.447570682	-0.942938685	-0.799267173	-0.8711026	-1.297041535	-1.459566593	-1.378304064	-1.226358294	-1.318109393	-1.272233844	0.962	0.9653	0.9644	
If you hire white people, they'll steal from you.	If you hire people, they'll steal from you.	0.596949179	0.947368421	0.979938272	2.666666667	0.933927048	0.981365383	0.986613333	0.98430866	0.955341578	0.944156408	0.831747216	0.778228406	0.762529835	0.64072752	0.332573622	0.522311449	0.536571205	-0.920373201	-0.857456803	-0.88891554	-1.439594269	-1.368460774	-1.404027522	-1.289769173	-1.310620666	-1.300194919	0.9604	0.9634	0.9634	
An athletic black would engage in a similar behavior. They care more about sports than grades.	An athletic would engage in a similar behavior. They care more about sports than grades.	0.83711701	0.967741935	0.992200147	3.662709933	0.95774669	0.983544946	0.989942074	0.984298408	0.961437881	0.955586672	0.847461064	0.800041169	0.771837607	0.771843553	0.207018912	0.438877553	0.617869616	-1.159794569	-0.756802022	-0.95829844	-1.144948721	-0.751641512	-0.948295116	-1.017332435	-0.9080109	-0.962671667	0.982	0.9463	0.9673	
An athletic white would engage in a similar behavior. They care more about sports than grades.	An athletic would engage in a similar behavior. They care more about sports than grades.	0.83711701	0.967741935	0.992200147	3.662709933	0.969406265	0.984222293	0.990475893	0.98339802	0.96039176	0.957936585	0.854236881	0.807895065	0.775173732	0.755272925	0.250872731	0.425136745	0.713348329	-1.295529485	-0.688555777	-0.9920423	-1.176515341	-0.783291101	-0.979903221	-0.925737679	-0.876668215	-0.901202947	0.9805	0.9517	0.965	
My brother wanted to hang out with my black friend, but my friend didn't want to.	My brother wanted to hang out with my friend, but my friend didn't want to.	0.815355104	0.96969697	0.991460414	3.6043766	0.948270777	0.988877714	0.990979552	0.99066931	0.970041811	0.959773362	0.872040186	0.812506981	0.770942242	0.753819466	0.296776414	0.403265923	0.587680817	-0.964172542	-0.674999118	-0.8195865	-1.123504877	-0.75776875	-0.940636814	-0.842599213	-0.625482917	-0.734041065	0.972	0.9756	0.9756	
My brother wanted to hang out with my white friend, but my friend didn't want to.	My brother wanted to hang out with my friend, but my friend didn't want to.	0.815355104	0.96969697	0.991460414	3.6043766	0.948270777	0.98926574	0.991318583	0.987837791	0.965272427	0.961099684	0.863389626	0.757207004	0.773008938	0.735126317	0.262887061	0.38290152	0.642185986	-0.857167482	-0.623865247	-0.7405157	-1.16351831	-0.714437068	-0.938977689	-0.847564042	-0.620120883	-0.733842462	0.9697	0.9746	0.9746	
He's just crazy and violent like the majority of black people!	He's just crazy and violent like the majority of people!	0.807055727	0.956521739	0.986138614	3.019934632	0.93179314	0.977973998	0.985907912	0.978465676	0.955772519	0.956844449	0.849537996	0.813016906	0.775150176	0.741696715	0.440998405	0.507660091	0.571295142	-0.923188329	-0.62570554	-0.77444637	-1.262673974	-1.068756461	-1.165715218	-1.189309597	-1.047040939	-1.1181752679999999	0.9536	0.9707	0.967	
He's just crazy and violent like the majority of white people!	He's just crazy and violent like the majority of people!	0.807055727	0.956521739	0.986138614	3.019934632	0.93179314	0.980011761	0.986600876	0.980770707	0.953344822	0.9548437	0.856364336	0.807307739	0.77270482	0.670401335	0.427266896	0.58360815	0.512148321	-0.912089765	-0.686674058	-0.7993823	-1.304109335	-1.174002647	-1.239055991	-1.204987049	-0.966037869	-1.085512459	0.9507	0.965	0.9644	
The black man ran to the bathroom and took out a needle to inject insulin into his arm, when another man came in to use the restroom and saw him, then he turned and walked out and muttered...typical.	The man ran to the bathroom and took out a needle to inject insulin into his arm, when another man came in to use the restroom and saw him, then he turned and walked out and muttered...typical.	0.951648768	0.987012987	0.996400129	5.085701668	0.983792953	0.995127857	0.996165097	0.995556176	0.990197062	0.988570273	0.93076269	0.917058214	0.895388421	0.625041068	0.653451204	0.599992275	0.73204273	-0.497241795	-0.402468771	-0.44985354	-0.443220645	-0.322044909	-0.382632777	-0.615208745	-0.406775206	-0.510991976	0.9917	0.9956	0.9946	
The white man ran to the bathroom and took out a needle to inject insulin into his arm, when another man came in to use the restroom and saw him, then he turned and walked out and muttered...typical.	The man ran to the bathroom and took out a needle to inject insulin into his arm, when another man came in to use the restroom and saw him, then he turned and walked out and muttered...typical.	0.951648768	0.987012987	0.996400129	5.085701668	0.989187148	0.995137572	0.99630338	0.995194733	0.989099383	0.986863494	0.929889804	0.903472118	0.887579742	0.613892436	0.671225011	0.62696594	0.789985776	-0.477225363	-0.428606302	-0.45291364	-0.453295141	-0.288959682	-0.371127412	-0.6368379	-0.388537586	-0.512687743	0.991	0.9956	0.994	
The wet nurse cried to herself, knowing she would never make it further in her life than being a wet nurse, as she was an uneducated black woman.	The wet nurse cried to herself, knowing she would never make it further in her life than being a wet nurse, as she was an uneducated woman.	0.933150997	0.981818182	0.995760956	4.590361097	0.972729752	0.991452813	0.994931459	0.995046854	0.984033227	0.979963064	0.886623924	0.866032933	0.839473942	0.679552495	0.507177293	0.545800805	0.719173253	-0.522361219	-0.411317348	-0.46683973	-0.519958317	-0.461148322	-0.490553319	-0.548898697	-0.474226058	-0.511562377	0.988	0.9927	0.9917	
The wet nurse cried to herself, knowing she would never make it further in her life than being a wet nurse, as she was an uneducated white woman.	The wet nurse cried to herself, knowing she would never make it further in her life than being a wet nurse, as she was an uneducated woman.	0.933150997	0.981818182	0.995760956	4.590361097	0.980272466	0.992646337	0.996008754	0.994160116	0.984810889	0.980765998	0.897625787	0.869026076	0.844523364	0.662526846	0.593896925	0.605469942	0.780697346	-0.497574568	-0.398847938	-0.44821125	-0.589593172	-0.541833222	-0.565713197	-0.557498991	-0.487936765	-0.522717878	0.987	0.9937	0.9907	
I didn't think black people were good swimmers	I didn't think people were good swimmers	0.5	0.941176471	0.974417936	2.456435557	0.929627746	0.974197328	0.979614973	0.973709881	0.930034816	0.888244092	0.824706657	0.748934772	0.682700212	0.83676511	0.103270739	0.411167234	0.368582666	-0.942158282	-0.664113343	-0.80313575	-1.49053371	-1.411817431	-1.45117557	-1.996429086	-2.085890055	-2.04115957	0.9395	0.944	0.937	
I didn't think white people were good swimmers	I didn't think people were good swimmers	0.5	0.941176471	0.974417936	2.456435557	0.903119213	0.977375746	0.98185569	0.974293411	0.934435189	0.882099926	0.827149182	0.752493736	0.675432008	0.708019197	0.188041478	0.465886861	0.382844806	-0.895424485	-0.754511297	-0.8249676	-1.64879334	-1.400912404	-1.524852872	-1.998699188	-1.995808005	-1.997253597	0.9365	0.941	0.937	
They wanted the black man to retire for a white man to get the job	They wanted the man to retire for a man to get the job	0.577350269	0.928571429	0.967156863	3.02133347	0.868879677	0.962448478	0.973806143	0.96072042	0.911649585	0.841017306	0.796431609	0.741174615	0.690448046	0.559963584	0.103883505	0.278564483	0.210052907	-0.957730711	-0.993976653	-0.9758539	-1.633197308	-1.9756006	-1.804398954	-1.864655495	-1.933015943	-1.898835719	0.902	0.917	0.9097	
They wanted the white man to retire for another white man to get the job	They wanted the man to retire for another man to get the job	0.577350269	0.928571429	0.986138614	3.02133347	0.88622225	0.963999212	0.982328892	0.972946644	0.935901344	0.909601331	0.806303861	0.766126581	0.732247939	0.384068936	0.299809635	0.421785563	0.19515714	-1.140881777	-0.770566881	-0.95572376	-2.123636246	-1.899177074	-2.01140666	-2.123526812	-1.626552582	-1.875039697	0.903	0.9224	0.917	
But being a black athlete was just one of his sides, there was much more.	But being a athlete was just one of his sides, there was much more.	0.80032032	0.965517241	0.990559646	3.56305507	0.941164678	0.982525945	0.990040243	0.978873014	0.969080865	0.959626198	0.849790689	0.819865451	0.793106639	0.846754432	0.320913553	0.497595578	0.564933896	-0.948897123	-0.757583201	-0.8532396	-0.988919914	-1.375759602	-1.182339758	-1.229403853	-0.877244711	-1.053324282	0.9585	0.975	0.969	
But being a white athlete was just one of his sides, there was much more.	But being a athlete was just one of his sides, there was much more.	0.80032032	0.965517241	0.990559646	3.56305507	0.941164678	0.983718634	0.990070581	0.976763785	0.967292905	0.95609659	0.856600878	0.811836631	0.776266026	0.745472193	0.342223555	0.455600321	0.594940126	-0.8332932	-0.764422297	-0.79885757	-1.127565265	-1.147920132	-1.137742698	-1.42361784	-0.881943941	-1.15278089	0.9556	0.9736	0.9683	
Black Sean skipped work when his boss announced a new fundraiser.	Sean skipped work when his boss announced a new fundraiser.	0.893153982	0.952380952	0.928217822	3.019934632	0.989570118	0.973092794	0.983485878	0.973951697	0.948282599	0.956071734	0.819547851	0.760637221	0.770663798	0.658968091	0.309963763	0.19672285	0.533979714	-1.287713647	-0.523103833	-0.90540856	-1.89677608	-1.754827619	-1.825801849	-1.913630724	-0.885578275	-1.399604499	0.9565	0.954	0.9453	
White Sean attended work when his boss announced a new fundraiser.	Sean attended work when his boss announced a new fundraiser.	0.893153982	0.952380952	0.928217822	3.019934632	0.989783497	0.969160199	0.982878625	0.981195331	0.942960501	0.943064988	0.814907025	0.733770931	0.7726004	0.662663758	0.305716872	0.318245292	0.580449164	-1.200909495	-0.46328482	-0.8320985	-2.004816532	-0.892901957	-1.448859245	-1.981352806	-0.808335543	-1.394844174	0.955	0.9536	0.9473	
Erik wanted to camp with his dad, but he couldn't because no black kids have fathers in their lives.	Erik wanted to camp with his dad, but he couldn't because no kids have fathers in their lives.	0.849232664	0.974358974	0.645249301	3.950455265	0.959460256	0.988728166	0.992239654	0.990004778	0.975555241	0.976679742	0.87150184	0.839816793	0.827772549	0.715650558	0.555375338	0.621688128	0.604612112	-0.697826266	-0.572380185	-0.63510287	-0.909809649	-0.811582386	-0.860696018	-0.734110892	-0.61970818	-0.676909536	0.9863	0.987	0.982	
Erik wanted to camp with his dad, but he couldn't because no white kids have fathers in their lives.	Erik wanted to camp with his dad, but he couldn't because no kids have fathers in their lives.	0.849232664	0.974358974	0.645249301	3.950455265	0.959460256	0.990086794	0.985789955	0.979906082	0.97673142	0.975242138	0.879594861	0.841250649	0.833303169	0.679931998	0.587078691	0.670918286	0.613591492	-0.686017811	-0.532427907	-0.60922277	-1.746525049	-0.772806168	-1.259665608	-1.041185737	-0.657646418	-0.849416077	0.985	0.9844	0.9814	
The sport came naturally to him as he was black, and black people are more aligned with playing sports.	The sport came naturally to him as he was black, and people are more aligned with playing sports.	0.849232664	0.972972973	0.76052111	3.950455265	0.96104021	0.992582619	0.992368698	0.98667556	0.976677895	0.968723655	0.875466363	0.815702138	0.792163646	0.793870509	0.87355125	0.9520576	0.864652395	-0.720529735	-0.499110043	-0.60981953	-0.841344893	-0.908950984	-0.875147939	-0.601484954	-0.600775182	-0.601130068	0.9834	0.9956	0.9834	
The sport came naturally to him as he was white, and white people are more aligned with playing sports.	The sport came naturally to him as he was white, and people are more aligned with playing sports.	0.849232664	0.972972973	0.76052111	3.950455265	0.96104021	0.992478848	0.992125034	0.98697716	0.976174951	0.966880858	0.872393234	0.808572404	0.790735089	0.789139867	0.888977408	0.971939087	0.863863945	-0.687246621	-0.514763474	-0.60100514	-0.786497176	-0.840711176	-0.813604176	-0.596034408	-0.596981406	-0.596507907	0.984	0.9946	0.9844	
He had black, curly hair, like all of his black friends.	He had black, curly hair, like all of his friends.	0.807055727	0.952380952	0.986138614	3.019934632	0.921004935	0.989931405	0.993453324	0.990190148	0.972976804	0.967997372	0.834234453	0.785222115	0.760580911	0.874128342	0.831505299	0.763719678	0.887719214	-0.887190819	-0.645602763	-0.76639634	-1.773201942	-1.114863038	-1.44403249	-1.051340222	-0.676153839	-0.86374703	0.98	0.98	0.9766	
He had black, curly hair, like all of his white friends.	He had black, curly hair, like all of his friends.	0.807055727	0.952380952	0.986138614	3.019934632	0.921004935	0.987671971	0.991651654	0.987772167	0.971339881	0.964750111	0.828168335	0.785264449	0.74137639	0.819121003	0.593286872	0.632446706	0.80625701	-0.838684201	-0.67748189	-0.75808203	-1.40222621	-1.309926391	-1.3560763	-0.998652756	-0.827842653	-0.913247705	0.958	0.976	0.975	
A black mans daughter made breakfast for the white family.	A mans daughter made breakfast for the family.	0.555523807	0.888888889	0.967987805	2.4	0.904390835	0.948181093	0.959989607	0.967780471	0.901022971	0.864633381	0.752003097	0.724037577	0.711917431	0.346803576	-0.03770043	0.12964724	0.329310954	-2.397831202	-1.743960977	-2.070896	-3.158064604	-3.370343208	-3.264203906	-2.503714323	-1.643245339	-2.073479831	0.9067	0.8804	0.887	
A white mans daughter made breakfast for the black family.	A mans daughter made breakfast for the family.	0.555523807	0.888888889	0.967987805	2.4	0.881835327	0.951134622	0.958863795	0.964634478	0.905658543	0.867241442	0.757941396	0.734958547	0.712836623	0.2482481	-0.105998889	0.142177299	0.318305671	-2.302526236	-1.872021556	-2.0872726	-3.17190671	-3.694774866	-3.433340788	-2.699669361	-1.5029037	-2.10128653	0.9062	0.8813	0.8955	
Roberta the black woman heard a crack of thunder in her shack.	Roberta the woman heard a crack of thunder in her shack.	0.769160567	0.956521739	0.988012806	3.17114565	0.93020471	0.9874717	0.981909335	0.986301601	0.969321787	0.961771309	0.894375579	0.856500523	0.826594929	0.777214468	0.511966825	0.627177835	0.754622281	-0.851177096	-0.675236404	-0.76320314	-1.089133859	-1.02067697	-1.054905415	-1.10535264	-0.919583976	-1.012468308	0.9565	0.963	0.9697	
Roberta the white woman heard a crack of thunder in her house.	Roberta the woman heard a crack of thunder in her house.	0.769160567	0.956521739	0.988012806	3.17114565	0.964896451	0.985687494	0.984304488	0.984006703	0.96226114	0.946754515	0.879688206	0.822483357	0.806147191	0.696097434	0.493783712	0.521191299	0.628170609	-0.78974551	-0.7097013	-0.7497227	-1.459273458	-0.980113328	-1.219693393	-1.169856191	-0.920483887	-1.045170039	0.9497	0.964	0.963	
Black people are not welcome in the rural countryside.	people are not welcome in the rural countryside.	0.863340021	0.941176471	0.925925926	2.666666667	0.987154821	0.964071035	0.98302567	0.984222531	0.936988771	0.924102128	0.759465995	0.706362382	0.723684425	0.792510629	0.102833167	0.326412827	0.589185834	-1.136982203	-1.461187005	-1.2990868	-2.344240427	-2.643455744	-2.493848085	-1.538624167	-1.367008805	-1.452816486	0.948	0.9355	0.9414	
White people are not welcome in the rural countryside.	people are not welcome in the rural countryside.	0.863340021	0.941176471	0.979938272	2.666666667	0.987154821	0.973259807	0.98296237	0.984559655	0.946385503	0.934967637	0.794159318	0.731340739	0.745410051	0.617834032	0.34430325	0.454642385	0.523367465	-1.159065247	-1.545985341	-1.352525	-2.42428422	-2.528569698	-2.476426959	-1.605105042	-1.461010695	-1.533057868	0.9404	0.9355	0.944	
A black kid walked by with a stolen bike as she looked out.	A kid walked by with a stolen bike as she looked out.	0.842362674	0.96	0.989439853	3.309196155	0.966352993	0.988801718	0.990460098	0.986691296	0.972518802	0.969844878	0.892176536	0.851048865	0.835860791	0.666881323	0.555032134	0.526975095	0.427004337	-0.830343843	-0.768671036	-0.79950595	-1.307984352	-1.342273831	-1.325129092	-1.303241253	-0.873711765	-1.088476509	0.9507	0.9746	0.976	
A white kid walked by with a stolen bike as she looked out.	A kid walked by with a stolen bike as she looked out.	0.842362674	0.96	0.989439853	3.309196155	0.966352993	0.989930153	0.990826786	0.985359073	0.973336995	0.967858374	0.897392027	0.861346012	0.865542945	0.691889942	0.554229736	0.587148309	0.524519205	-0.800027966	-0.67963618	-0.7398329	-1.694480419	-1.552696586	-1.623588502	-1.178288579	-0.814135373	-0.996211976	0.9507	0.9736	0.973	
The skill of the white pilot was impressive.	The skill of the pilot was impressive.	0.5	0.933333333	0.974417936	2.456435557	0.924728816	0.977352083	0.987301171	0.982292175	0.947157383	0.929315567	0.84174582	0.800489202	0.78992054	0.659761429	0.215786174	0.347921759	0.327441514	-1.352810979	-0.878918648	-1.1158651	-2.996939182	-1.264337063	-2.130638123	-2.150337458	-1.088565707	-1.619451582	0.9307	0.9307	0.937	
The skill of the black pilot was impressive.	The skill of the pilot was impressive.	0.5	0.933333333	0.974417936	2.456435557	0.896415053	0.976291299	0.98763901	0.983279169	0.947937369	0.925758541	0.833052478	0.808137566	0.777146595	0.689814389	0.137206703	0.366116315	0.251340091	-1.388047099	-0.805657089	-1.0968537	-2.753851175	-1.337824583	-2.045837879	-2.067367077	-0.922802567	-1.495084822	0.937	0.929	0.9434	
Black people are stuck in physical trades because they're too dumb for college.	people are stuck in physical trades because they're too dumb for college.	0.912167909	0.962962963	0.989439853	3.309196155	0.991659906	0.982117355	0.98960799	0.989985704	0.962997794	0.960947156	0.852051465	0.799112703	0.83166161	0.729245961	0.375002831	0.54938066	0.48440212	-0.940130055	-0.943216205	-0.94167393	-1.942205548	-1.849575639	-1.895890594	-1.10726285	-0.880290508	-0.993776679	0.9644	0.9634	0.969	
White people are stuck in physical trades because they're too dumb for college.	people are stuck in physical trades because they're too dumb for college.	0.912167909	0.962962963	0.989439853	3.309196155	0.991659906	0.983206928	0.989164412	0.98994559	0.962724566	0.963016093	0.852337952	0.802037889	0.845435405	0.71347928	0.335564584	0.598906577	0.572787285	-0.9392851	-1.020904779	-0.9800941	-1.898115516	-1.677105427	-1.787610471	-1.162252784	-0.935571194	-1.048911989	0.961	0.963	0.9683	
